plan_internacional;min_en_dia;min_internacionales;reclamos;llamadas_internacionales;desafiliado
0;135.8;7.9;2;6;0
0;160.7;8.2;0;5;0
0;202.5;7.8;1;2;0
0;152.2;12.3;1;5;0
0;227.4;4.7;0;7;0
0;191.6;9.2;2;3;0
0;138.9;10.8;1;3;0
0;127;6.1;0;6;0
0;168.6;7.3;1;4;0
0;286.6;11.5;1;5;1
0;164.6;15.2;1;4;0
0;144;13;1;4;0
0;141.6;10.2;0;11;0
0;204.3;12;1;4;0
0;163.2;6.2;1;10;0
0;225;10.7;0;4;0
0;176.1;8.5;2;6;0
0;254.2;13.8;5;7;0
0;174.9;8.5;1;5;0
1;187.3;9.6;0;2;1
0;211.8;10.7;3;9;0
0;241.9;11.7;0;6;0
0;196.1;12.9;3;1;0
0;231.3;12.4;3;2;0
0;161.6;13.8;1;2;0
0;194;11.9;0;5;0
0;109.7;15.4;3;8;0
1;277;8.3;1;3;0
0;192.1;6.1;0;3;0
0;198.4;13.1;0;4;0
0;209.2;9.5;0;3;0
0;184.8;18.4;2;3;0
0;167.8;7.3;2;4;0
0;139.2;11.8;3;3;0
0;221.3;4.4;0;4;0
0;121.6;8.9;1;2;0
0;270.4;15.4;1;7;0
0;139.6;8.8;2;4;0
0;253;11.8;2;3;0
0;183.9;15;1;3;0
0;203.3;7.8;3;2;0
0;200.6;7.7;3;2;0
0;167.6;13.4;2;6;0
0;156.5;9.9;2;2;0
0;215.1;10.6;1;10;0
0;301.7;10.5;1;6;0
0;152.3;11.3;7;5;0
0;195.4;15.1;1;11;0
0;208.7;8;2;3;0
0;190.1;14.2;0;6;0
0;185.4;8;4;3;0
0;183.2;9.7;0;3;0
1;54.2;8.6;1;2;1
0;208;8.1;1;9;0
0;230.3;13.2;1;4;0
0;240.8;7.1;2;3;0
0;195.7;5.3;2;3;0
0;276.1;8.9;0;4;1
0;166.1;16.2;2;3;0
0;135.9;11.5;4;3;1
1;189.1;13.9;2;3;1
0;177.9;11.5;1;4;0
0;143.9;12.5;2;8;0
1;148.2;8.6;2;3;0
0;287.1;13.9;2;1;1
0;179.7;9.3;1;8;1
0;165.8;10.9;5;3;1
0;144.1;14.5;1;3;0
0;172.5;5.9;0;6;0
0;199.8;5.5;1;4;0
0;109.1;10.9;2;5;0
0;171.8;9.7;1;5;0
0;222.3;12.1;1;4;1
0;245.8;11.2;0;7;0
0;164.6;8;0;3;0
0;211.7;7.4;0;7;0
1;147.2;7.7;0;2;1
1;254.7;8;0;3;1
1;170.1;8.7;1;4;0
0;195.1;11.4;0;5;0
0;149.3;7.9;7;4;1
0;81.9;8.9;2;1;1
1;191.1;9.8;0;3;0
0;206.9;8.3;3;2;0
0;239;13.5;1;8;1
0;179.3;8;0;5;0
0;185.3;5.5;0;5;0
1;141.4;8.1;2;3;0
0;248.6;12;1;1;0
0;152.5;4.9;2;3;0
0;145.6;11.4;1;7;0
0;164.2;8.1;1;1;0
1;221;9.7;1;4;0
0;295.4;11.5;1;2;1
0;139.8;9.4;2;7;0
0;162.3;14.8;4;1;1
0;272.7;7.7;0;2;1
1;200.3;12.9;2;3;0
0;157.1;11.1;1;9;0
1;135.8;12.3;2;7;0
0;236.7;12.7;1;6;0
0;111.4;5.5;3;6;0
1;156.1;14.7;0;3;1
0;191.1;12;2;4;0
0;153;10.3;1;15;1
0;218.8;10.3;4;3;0
0;205.4;10.3;3;2;0
1;225.2;9.9;0;1;1
0;249.9;8.9;2;6;1
0;131.6;10.2;3;5;0
0;197.9;10.1;0;9;0
0;166.5;9.9;1;5;0
0;225.4;12.9;1;3;0
0;275.8;7.4;2;5;1
0;142.9;10.8;1;6;0
0;207.2;9.9;1;1;0
0;206.2;10.2;1;6;0
0;210.3;11.2;1;7;0
1;225.7;14;1;7;1
0;167.8;14.5;4;4;1
0;197.7;7;2;3;0
0;169.8;10.9;1;4;0
0;190.6;9.8;2;1;0
0;80.3;12.8;2;3;0
0;231.7;12.1;0;2;0
0;69.1;6.5;0;4;0
0;188.8;8.2;4;7;0
0;150.6;10.4;8;8;1
0;192;5.5;2;4;0
0;163.7;9.9;3;3;0
0;211.7;6.5;1;9;0
0;175.5;11.8;1;3;0
0;150.1;11;2;3;0
0;189.5;14.2;1;2;0
0;70.8;9.5;6;1;1
0;215.5;8.6;1;6;0
0;101.7;9.4;3;6;0
0;258.4;9.7;4;8;0
0;242.4;11.8;1;6;0
0;131.8;11.3;1;2;0
0;190.2;9.8;2;6;0
0;154.1;9.8;2;4;0
0;188;15.3;3;3;0
0;103.1;11.2;1;5;0
0;175.4;11.6;0;4;0
0;145.4;10.9;1;1;0
1;250.6;7.8;1;5;0
0;161.5;8.6;1;5;0
0;260.1;10;1;2;1
0;281.3;8.7;0;3;1
1;130.1;13.6;3;5;1
0;102;11.4;2;3;0
0;218.7;12.1;1;4;0
0;128.5;6.8;1;6;0
0;128.7;9.2;2;4;1
0;172.2;8.7;1;4;0
0;199.2;7.6;1;3;0
0;184.5;8.8;2;3;0
0;168.6;10.9;0;7;0
0;174;6.7;1;3;0
0;230.4;8.5;1;3;0
0;198.2;5.1;1;5;0
0;186.1;8;0;4;0
0;148.5;6.8;1;2;0
0;157.1;10;0;8;0
0;155;7;4;4;1
1;129.3;9.6;1;7;0
0;188.5;6.1;1;6;0
0;208.8;11.1;0;5;0
0;238;11.8;0;10;1
0;211.1;5.6;0;4;0
0;198.9;12.6;3;4;0
0;212.8;10.2;1;2;0
0;137.4;12.4;3;2;0
0;191.8;12.8;2;3;0
0;149;13.9;0;11;0
0;117.1;11.1;3;4;0
0;108;10.4;3;3;0
0;112.8;10.1;0;5;0
0;175.9;11;1;6;0
0;236.6;11.1;1;2;1
0;169.4;2;1;7;0
0;129.6;9.4;3;10;0
0;177.1;8;1;6;0
0;133.3;13.5;1;2;0
0;167.8;13;5;3;0
0;174.6;9;1;4;0
0;150.3;12.5;2;4;0
0;283.2;6.3;5;1;0
0;157.8;8.7;5;2;1
0;141.2;7;2;2;0
0;230.2;10.4;1;2;0
1;237.8;15.6;2;6;1
1;204;13.3;3;3;1
0;221.1;7.4;1;3;0
0;177.2;12.7;4;2;0
0;118;5.3;1;5;0
0;163.8;15.7;0;4;0
0;141.3;9.4;3;3;0
0;272.5;16.4;3;5;1
0;118.9;8.2;2;5;0
0;7.9;12.1;0;1;0
0;159.5;10.2;0;4;0
0;150.2;12.1;1;2;0
0;144.5;12;2;7;0
0;140.7;12.4;2;4;0
0;169.2;12.6;1;3;0
0;220.8;7.6;2;3;0
0;216.3;4.5;0;3;0
0;169.5;10.6;0;7;0
0;256.3;11.7;1;1;0
0;179.7;7.6;1;3;0
0;266;13.1;3;6;0
0;96.7;9.7;2;3;0
0;82.7;10.9;0;9;0
0;168.2;10.1;3;3;0
0;286.4;10.7;1;14;1
0;174.3;12.9;3;5;0
1;190.6;13;1;6;0
0;175.5;17.8;4;3;0
0;133.4;11.1;1;7;0
0;204.6;6.6;3;2;0
0;242.2;6.2;3;6;0
0;253.1;11.9;3;4;0
0;130;8.3;0;4;0
0;105.9;12.7;0;7;0
0;194.2;9.3;3;7;0
0;183.8;6.1;1;2;0
0;196.5;10.8;2;2;0
0;184.5;13.7;3;3;0
0;261.9;13.8;0;4;0
0;202.4;9.2;3;5;0
0;167.4;9.5;3;4;0
0;167.7;7.5;1;11;0
0;191.7;11.1;1;4;0
0;240.2;5.2;2;1;0
0;189.1;11.1;1;4;0
0;127.7;10.6;1;7;0
0;205.2;13.4;1;3;0
0;153.6;12.6;2;3;0
0;154.5;13.4;2;3;0
0;153.7;14.1;1;6;0
1;171.2;10.8;1;3;0
0;328.1;8.7;1;3;1
1;145.9;14.4;0;10;1
0;201.2;11.8;1;1;0
0;139.1;11.4;5;9;0
0;118.9;13.2;2;10;0
0;217.6;10.4;2;4;1
0;145;14.6;1;2;0
0;203.5;8.7;3;3;0
0;240.1;8;3;6;0
0;83.8;6.7;1;8;0
0;269.8;10.1;1;8;1
0;126.3;10.6;1;2;0
0;88.1;9.7;2;1;0
0;218.5;9.9;2;4;0
0;236.8;11.2;1;8;0
0;124.1;6.4;3;5;0
1;184.2;10;0;10;0
0;222.7;13.6;4;4;0
0;149.2;11.1;1;5;0
0;206.5;12.2;3;4;0
0;159.7;9.6;3;9;0
0;204.7;7;2;2;0
0;213.2;7.5;1;4;0
1;269.6;8.2;1;6;0
0;116.7;9.7;2;6;0
0;263.4;13;0;4;0
0;140.2;7.1;1;2;0
0;197.7;13.5;1;3;0
0;136.2;13.3;3;7;0
0;88.5;11.5;2;3;0
0;215.3;12.1;0;9;0
0;269.2;8.9;3;2;1
0;203.8;7.3;0;5;0
0;268.4;10.3;0;3;0
0;159.1;10.3;1;4;0
0;114.4;10.1;2;5;0
0;138.9;9.2;2;3;0
0;186;12.2;1;6;0
0;170.4;15.1;0;5;0
0;164.5;9.9;4;3;0
0;168.6;12.3;1;4;0
0;261.2;9.8;0;2;1
0;190.5;13.1;1;5;0
0;181.1;4.2;2;9;0
0;177.1;6.5;3;6;0
0;160.5;11.3;1;4;0
0;134.7;6.6;2;5;0
0;198.2;8.8;2;1;0
1;228.9;10.1;4;2;1
0;241.7;13.1;0;3;0
0;131.1;4.3;1;4;0
0;234.1;13.1;2;9;0
0;200.1;11.9;0;5;0
0;154;10.1;1;7;0
0;224.2;9.8;0;4;0
0;148.3;8.3;3;6;0
0;174.6;8.8;2;5;0
0;138.5;11.1;1;7;0
0;109;12.6;1;2;0
0;162.3;11.1;4;8;0
0;210.8;16.4;2;3;0
0;142.4;11.1;1;7;0
0;223.5;10.6;2;5;0
0;182.5;7.5;2;2;0
0;219.6;10.8;2;4;0
0;193.6;12.9;0;3;0
0;192.4;11;0;6;0
0;236.2;13.3;0;4;0
0;233.2;16.1;0;4;0
0;158.8;9.8;2;4;0
0;126.1;9.8;1;4;0
0;290.4;10.1;3;5;1
0;60.6;13.3;0;7;0
0;148.4;6.9;0;6;0
0;246.5;12.7;2;3;0
0;298.1;9.7;2;4;1
0;119.3;10.9;2;4;0
0;242.5;9.6;0;7;0
1;222.1;13.6;0;2;1
0;236.2;10.1;2;6;1
0;144.2;9.5;0;4;0
0;154.6;12.6;3;1;0
0;137.4;10.2;2;6;0
0;103.7;14.4;0;1;0
0;136.6;12.2;4;2;1
0;289.8;11.7;2;4;1
0;260.9;13.3;3;5;0
1;196.2;15.2;0;1;1
0;195.6;14.2;1;4;0
0;222.2;11.9;4;7;0
1;172.9;9.8;0;1;1
0;249.8;11.6;0;4;1
0;154.5;13.7;1;3;0
0;90.4;12.7;1;2;0
0;268.8;16.4;0;3;0
0;106.1;8.1;1;3;0
0;27;10.7;3;3;0
0;140.1;3.8;1;10;0
0;245;9.7;1;6;0
0;196.7;11.2;3;5;0
0;131.2;10.2;2;6;0
0;149.6;7.4;2;4;0
0;239.8;10.9;1;10;0
0;142.1;11;1;4;0
0;115.4;6;3;3;0
0;193;10.3;2;8;0
0;206.1;13;1;1;0
0;160.3;11.2;0;2;0
0;199.9;11.3;1;7;0
0;213.1;8.9;0;3;0
0;178.3;10.9;3;1;0
1;252.3;12;3;5;1
0;197.7;13.2;4;5;0
0;111.1;6.6;2;3;0
0;96.5;12.5;1;3;1
0;156.9;11.3;3;5;0
0;123.3;12.7;1;2;0
0;193.7;10.8;1;5;0
1;206.9;10.9;0;4;0
0;249.8;12.7;3;4;1
0;144;10;1;7;0
0;299.5;11.6;0;5;0
0;226;12.6;2;4;1
0;137.6;9.6;2;6;0
1;211.7;11.1;1;3;0
0;89.7;9.5;2;4;0
1;197.6;12.5;2;8;0
0;270;12;2;5;1
0;224.7;11.3;3;11;0
0;194.3;10.2;2;2;0
1;47.7;13.2;0;3;1
0;190.1;13;1;2;0
1;89.5;7.9;1;1;1
0;182.6;12.1;0;5;0
0;205.5;6.9;1;4;0
0;231.5;7.4;1;10;0
1;251.3;9.9;3;1;1
0;171.2;13;2;3;0
0;197.9;11.2;2;2;0
0;134.8;6.7;1;8;0
0;191.4;10.3;1;3;0
0;174.5;10.6;0;2;0
0;177.4;10.9;0;4;0
0;182.1;6.8;1;1;0
0;222.4;11.2;0;4;0
1;47.8;13.3;0;7;1
0;121.8;10.3;1;5;0
0;143.5;8.8;3;5;0
0;164.9;7.8;2;4;0
0;193.6;13.1;2;1;0
0;101.1;7.3;0;5;0
0;92.3;11.6;2;3;0
0;168.9;2.9;2;7;0
0;219.2;15;1;5;0
0;178.1;13;0;4;0
0;146.5;14;3;6;0
0;172.3;11.8;1;5;0
0;190.9;13;1;3;0
0;232.1;10.9;3;2;1
0;169.2;12.4;4;4;1
0;123.8;7.3;2;4;0
0;96;9.7;3;4;0
0;93.4;10.9;1;1;0
0;90.6;5.4;1;9;0
0;152.9;5.3;2;6;0
0;257.9;9.4;2;2;0
1;85.2;9;2;3;0
0;160;6.1;1;10;0
0;182.9;11.5;0;4;0
0;216.2;3.1;2;1;0
0;261.7;3.3;0;5;0
0;241.2;8.5;2;4;0
0;177.2;8.4;1;6;0
0;89.5;14;2;3;0
1;200.3;10.4;1;3;0
1;145;11;4;2;1
0;159.5;6.8;2;3;0
0;151.8;11.2;3;8;0
0;176.2;10.6;1;4;0
0;152.1;9.8;0;5;0
0;161.3;9.6;1;3;0
1;171.7;6.8;3;3;0
0;278.9;11.7;0;7;1
0;213;11.1;4;3;0
0;242.9;4.8;1;12;0
0;217.2;12.4;0;2;1
0;175.9;13;1;7;0
0;303.2;11.5;0;3;1
0;238.9;11.8;2;3;0
0;189.6;11.4;2;5;0
0;133.3;11.3;5;5;1
0;92.7;9.9;3;4;0
0;177.2;8.6;3;7;0
0;184.5;10.2;2;6;0
0;176.1;12.1;0;9;0
0;204.7;11;6;4;0
0;143.6;15.5;2;5;0
0;179.3;12.1;1;5;0
0;137.3;10.5;1;2;0
0;237.8;10.2;2;6;0
0;203.7;7.6;2;5;0
0;191.3;17.6;2;5;0
1;209.1;7.8;2;3;0
0;88.8;7.1;3;9;0
0;97.2;12.4;0;5;0
0;137.9;11;1;5;0
0;224.3;10;2;1;0
0;207.6;9.7;1;3;0
0;268.1;14.4;2;6;0
0;166.7;6.8;4;7;1
0;267.1;17.3;1;4;1
0;181.8;9.3;2;3;0
0;147.1;13.7;0;7;0
0;37.7;4.9;1;3;0
0;185;11.4;2;3;0
0;156.4;8.6;2;4;0
0;239.3;10.9;1;3;0
0;215.5;8.8;2;5;0
0;134.9;11.3;1;6;0
0;194.8;12.8;0;3;0
0;239.1;13.3;5;3;0
0;92.6;14.4;3;4;0
0;209.4;7.2;1;4;0
0;197.6;6.4;1;6;0
0;17.6;10.6;1;6;0
1;62.9;8.9;1;8;0
0;202.3;6.7;1;3;0
0;136.1;11.3;0;4;0
0;207;2.6;1;6;0
0;207.9;13.5;1;3;0
1;276.5;7.2;1;3;1
0;313.8;10.1;3;7;0
1;288.5;13;1;5;0
0;210.9;9.4;4;5;0
0;64.9;14.6;1;1;0
0;243.5;9;1;9;0
0;197;8.7;3;3;0
0;278;8.7;0;4;0
0;219.9;10;1;4;0
0;313.2;12.8;2;4;1
0;145.7;11.3;0;7;0
0;75.8;8.2;0;13;0
0;195.9;12.2;3;4;0
0;132;8.7;1;10;0
0;124;11.7;2;2;0
0;171.9;7.6;2;3;0
0;249.4;9.9;4;2;0
1;228.4;7.7;0;7;0
0;168.6;5.9;3;2;0
0;123.7;13.3;0;4;0
0;178.7;8.4;1;4;0
0;113.2;9.5;1;5;0
0;142.4;13.4;2;6;0
0;204.2;8.3;0;4;0
0;149.7;12.6;3;4;0
0;227.1;4.7;5;4;1
0;155.3;12.6;2;5;0
0;156.4;11.8;1;3;0
0;148.7;10.4;0;7;0
0;271.7;6.6;3;4;0
0;193.7;8.8;0;4;0
1;245.5;10.8;1;7;0
0;245.3;10.7;3;2;1
0;196.1;11.9;0;1;0
0;134.1;10.5;2;2;0
1;225;9.1;1;3;0
0;189.7;7.4;0;4;0
0;142.9;6.6;0;4;0
0;175.6;10.2;1;6;0
0;92.4;12.9;2;4;0
0;92.8;8.8;1;5;0
0;221.7;8;0;4;0
0;159.6;8.8;0;3;0
0;144.5;17;2;6;0
0;159.1;11.5;2;6;0
0;49.9;10.1;2;4;0
0;116.9;11;0;9;0
0;150;11.1;3;3;0
0;254.4;6;1;5;0
0;270.7;10.9;3;3;0
0;207;12.1;1;3;0
1;145.3;8.9;0;4;0
0;230.7;13.5;3;2;0
0;151.5;10.8;1;2;0
0;146.1;9.2;0;3;0
0;256;11.5;3;4;0
0;200.2;11.6;3;4;0
0;150.7;7;2;4;0
1;186;12.9;1;4;0
0;212.9;6.3;3;3;0
0;194.8;11.5;0;7;0
0;272.5;8.7;3;6;0
0;135.1;11.7;1;4;0
0;154.6;15.5;1;2;0
0;230.5;10.6;5;6;0
0;165.4;8.2;1;1;0
0;143.3;7.8;4;2;1
0;271.1;9.8;2;5;1
0;253.5;14;0;2;0
0;167.1;9.4;6;1;1
0;168.3;8.4;1;6;0
0;104.7;8.9;1;2;0
0;135.4;10.6;1;2;0
0;191.4;7.2;1;2;0
0;158.7;10.5;1;4;0
0;144.8;8.2;2;4;0
0;98.8;10;3;4;0
1;157.8;10;3;2;1
0;163;11.6;1;5;0
0;181.6;8.3;4;6;0
0;129;11.2;2;3;0
0;86;8.9;1;4;0
0;193.9;12.6;0;7;0
0;109.4;7.1;0;7;0
0;188.9;10.2;2;2;0
1;179.9;13.8;1;2;1
0;183.4;8.2;1;8;0
0;288.1;0;0;0;0
0;169.2;4.6;2;4;0
1;195.5;13.5;1;9;1
0;264.4;11.3;2;3;0
0;207.7;9.6;0;5;0
0;169.5;8.7;0;4;0
0;141.5;3.4;2;4;0
0;154.8;12.8;0;4;0
1;133.5;11.7;1;4;0
0;273.2;13.1;2;7;1
0;224.6;12.5;2;8;0
0;273.8;5.8;2;3;1
0;159.5;10.1;1;2;1
0;104;14.6;0;8;0
0;115.4;13.1;1;4;0
0;222.1;9.4;2;3;0
0;116.4;10.5;3;3;0
0;217.7;0;3;0;0
0;129.4;13.3;0;3;0
0;161.8;13.7;0;4;0
0;198.8;11.5;1;5;0
0;147.8;14;1;5;0
0;262.3;6.6;3;5;0
0;246.4;7.6;1;7;0
0;174.3;9;4;6;1
0;183.4;9.9;4;4;0
0;191.9;18.2;1;3;0
0;187.8;10.1;2;3;0
0;259.7;10.2;0;2;0
1;180.4;8.4;0;5;0
0;51.8;10.4;2;4;0
0;303.9;5.8;1;3;1
0;123.7;8.8;1;4;1
0;206.2;12.6;3;7;0
0;164.3;11.8;2;1;0
0;228.6;10.1;9;2;1
0;200.4;7.6;1;5;0
0;154.3;10.9;0;8;0
0;122.9;9.6;2;2;0
1;220.8;6.4;0;3;0
0;214.6;13.9;0;2;0
1;202;7.4;2;2;1
0;209.5;9.1;6;6;1
0;297.9;8.9;1;5;1
0;212.8;10.6;0;4;1
0;145.6;12.2;0;5;0
0;152.9;10.8;2;6;0
0;125.4;11;1;7;0
0;138.3;8.3;0;8;0
0;189.3;11.2;3;5;0
0;199.3;14.3;4;2;0
1;247.5;10.6;2;3;0
0;294.9;13.2;1;5;1
0;175.4;11.5;1;3;0
0;179.4;11.2;1;5;0
1;126.8;8.4;0;4;0
1;239.7;11.4;1;1;1
0;143;15.3;5;4;1
0;91.9;13;2;7;0
0;210.4;15.5;1;4;0
0;201.3;6.4;1;6;1
0;145.6;9.2;2;4;0
1;203.5;13.4;1;6;1
0;232.4;10.5;1;2;0
0;86.5;8.7;2;2;0
0;109.9;10.9;0;6;0
0;156;9.3;1;5;0
0;326.3;7.5;1;1;1
0;195;14.8;0;9;0
1;110;6.4;0;7;0
0;147.1;9;5;3;1
0;156;11.9;2;5;0
0;98.2;9.3;2;4;0
0;210.6;11;0;5;0
0;239.9;8.9;2;4;1
1;159.9;11.6;2;2;1
0;197.8;10.9;4;3;1
0;115.4;15.2;2;6;0
0;123.8;3.7;0;2;0
0;117.6;6.4;1;3;0
0;105.3;8.6;2;6;0
0;111.7;13.1;1;6;0
0;159.3;9.5;2;3;0
0;81.7;11.3;6;3;1
0;238;10;2;5;0
0;128.1;15.6;0;3;0
0;171.2;10.2;1;4;0
0;109;13.3;4;3;1
0;220;12.1;2;3;0
0;55.6;11.3;0;4;0
0;286.6;10.3;1;6;0
0;207.6;13.3;1;2;0
0;109.6;8.3;4;4;1
0;197.2;11;2;5;0
0;175.7;14.6;1;4;0
0;205.2;7;0;6;0
0;193.1;12.1;1;4;0
0;232.6;4.7;3;3;0
0;102.7;11;0;5;0
0;263.1;9.7;5;4;0
0;197;11.6;1;5;0
0;169.3;11.6;2;6;0
0;201.5;12.9;1;4;0
0;251;13.8;3;3;0
0;230.4;7.6;3;6;0
0;109.8;11.9;1;6;0
0;279.5;10.7;2;4;1
0;173.4;13.7;1;6;0
0;214.4;10;1;8;0
0;96.1;9.7;1;4;0
0;101.4;7.1;1;6;0
0;232.5;10.4;4;6;0
0;174.5;12.2;1;2;0
0;224;8.8;1;4;0
0;211.1;14.7;4;7;0
0;109.2;9.8;2;5;0
0;220;11.5;0;5;0
0;181.4;10.9;2;4;0
0;180.7;10.1;2;4;0
0;96.5;9.4;1;2;0
0;183.5;8.3;3;5;0
0;107.9;10.5;0;2;0
1;161;7.7;1;6;0
1;146.8;4.3;1;2;1
0;149.2;8.3;3;2;0
0;227.8;5.6;3;4;0
0;160.3;7.4;0;3;0
0;137.8;10.2;1;6;1
0;141.7;8.5;0;7;0
0;196.4;9.3;0;1;0
0;175.2;5.3;1;3;0
0;146.8;9.9;1;3;0
0;173.9;9.1;1;7;0
0;305.2;13.2;1;7;0
1;162.3;11.7;3;2;1
1;150;10.3;3;7;0
0;197.5;11.3;1;4;0
0;240.2;10.2;2;6;0
0;186.2;12.9;2;3;0
0;116.9;12.3;0;2;0
0;236.7;12;1;4;0
0;173.2;5.4;0;3;0
0;152.2;9.8;0;3;0
0;181.3;6.7;0;2;0
0;167.8;10.5;4;6;1
0;175.4;9.8;1;9;0
0;87.6;9.8;2;10;0
0;203.3;8.5;0;6;0
0;92.6;11.3;5;3;1
0;262.9;8.1;1;4;0
0;160.8;8.5;1;3;0
0;141.8;7.8;1;3;0
0;50.6;4.2;2;4;0
0;134.9;10.2;1;5;0
0;252.1;13.8;1;3;0
0;215.5;9.6;1;3;0
0;124.8;13.4;0;4;0
0;178.7;16.4;2;5;0
0;183.2;9.9;2;5;0
0;167.5;13;1;1;0
0;147.1;12.5;3;9;0
0;230.1;13.2;1;4;0
0;135.8;12.6;0;3;0
0;205.7;8.7;2;3;0
0;73.8;10.9;2;3;0
0;189.3;10;2;1;0
0;147.2;7.2;3;6;0
0;137.3;10.2;0;3;0
0;70.7;0;2;0;0
0;204.6;10.7;0;5;0
0;123.1;12;5;2;1
0;129.7;12.2;2;3;0
1;198.7;12.4;0;4;0
0;145.1;7.9;2;5;0
0;135.2;8.4;2;5;0
0;124.7;7.8;1;8;0
0;215.9;12.1;1;4;0
0;119.2;8.4;2;9;0
0;144.3;7.8;3;10;0
0;235.2;11.8;1;4;0
0;174;9.7;0;2;0
1;115;6.4;0;1;1
0;151.7;13.1;2;8;0
0;153.1;9.9;3;9;0
0;218.6;9.2;2;5;0
0;265.2;10.7;2;9;0
0;143.3;10.1;1;4;0
0;190.3;7.2;2;9;0
0;184.7;12.3;2;6;1
0;115.3;18;1;2;0
0;113;9.2;2;5;1
0;294.2;9;0;1;1
0;215.6;6.4;3;8;0
0;128.8;14;1;7;0
1;211.2;10.7;3;2;1
0;71.2;12.9;1;1;0
0;94.9;14.2;2;2;0
0;259.4;9.5;1;3;1
0;215.8;6.9;1;3;0
0;97.5;13.2;3;4;0
0;146.5;8.2;0;5;0
0;157.9;12.2;2;5;0
0;139.9;12.7;2;4;0
0;153.2;11.9;1;7;0
1;103.5;8.4;2;4;0
0;185.8;6.6;1;4;0
0;129.5;10.9;1;3;0
0;236.6;8.9;1;2;0
0;260.4;10;6;2;0
0;167.3;6.7;2;5;0
0;182.2;9.3;2;4;0
0;113;10.8;2;4;0
0;185.7;16.9;0;6;0
0;136.2;9.6;0;5;0
0;222.6;11.5;1;2;0
0;197.3;9;1;6;0
0;141.4;7.7;1;6;0
0;208;8;1;11;0
0;118.5;12.1;1;4;0
0;153.2;10.7;1;8;0
0;108.3;13.5;0;2;0
0;168.6;14.4;2;8;0
0;247.2;9.3;2;2;1
1;224.2;12;3;8;0
0;166.9;12.8;3;4;0
0;118.4;8.5;1;6;0
0;190.9;7.8;2;3;0
0;317.8;10.4;1;7;1
0;312;12.8;1;4;1
0;146;13.3;1;2;0
0;131.6;15.5;1;3;1
0;193.4;11.1;2;11;0
0;185.1;8.5;2;5;0
0;193.3;11.8;0;4;0
0;146.4;7.8;1;2;0
0;71.2;8.6;0;4;0
0;123.2;12.9;4;5;1
0;205;7.5;2;4;0
0;128.7;12.8;1;6;0
0;216.9;11.4;3;5;0
0;150;9.8;3;1;0
0;164.1;11.4;1;2;0
0;212;8.9;3;7;0
0;167.3;12;2;9;0
0;154.4;13.9;1;4;0
0;177.3;9.3;3;7;0
0;231.2;8.8;1;5;1
0;202.9;12.8;5;3;0
0;149.6;14.3;0;9;0
1;345.3;11.8;1;8;1
0;264.9;8.4;1;4;1
0;122;5.8;1;5;0
0;177.2;14;2;2;0
0;133.1;10.3;1;8;0
0;225.1;8.8;0;4;1
0;208.4;11.2;1;4;0
0;173.1;11.5;1;5;0
1;162.4;11.4;2;2;1
0;281.2;6.4;2;5;0
0;208.3;15.9;3;4;0
0;243.4;14.1;2;8;0
0;224.2;16.1;1;3;1
0;189.3;9.9;3;3;0
0;168.3;6.7;4;2;0
0;232.9;10.7;1;6;0
0;155;5.9;1;4;0
0;154.4;11.8;0;3;0
0;234.7;8.4;2;8;0
0;240;7.1;1;9;0
1;298.4;12.2;0;2;1
0;166;10.9;1;4;0
0;111.6;16;0;3;0
0;174.5;10.7;2;2;0
1;175.5;6.9;1;5;0
1;157.5;11.1;3;2;1
0;206.2;11;1;7;0
0;207.5;7.5;4;16;0
0;144.8;11.6;4;2;0
0;258.8;10.9;2;7;0
0;226.9;11.6;0;2;1
0;152.9;12;2;5;0
0;156.7;12.6;2;6;0
0;150.8;12.5;1;1;0
0;221;6.8;4;3;0
0;322.4;6.7;1;3;1
0;153.6;9.8;2;3;0
0;215.1;12.4;2;2;0
0;174.4;11.8;1;3;0
0;180.5;10.6;0;3;0
0;123.1;12.6;2;7;0
0;165.7;10;1;4;0
0;200.2;6;2;6;0
0;154.8;5.9;3;9;0
0;125.4;11.4;2;9;0
0;184.2;12.2;1;4;0
0;274.7;10.8;3;3;0
1;142;11.3;1;5;0
1;151.5;10;1;4;0
0;124.8;10.6;3;7;0
0;179.2;12.4;0;2;0
1;246.4;12.1;2;2;1
0;232.7;11.5;5;6;0
0;288;13.4;0;4;1
0;170.8;12.7;1;1;0
0;216.1;9.8;1;3;0
0;138.7;4.9;2;4;0
0;210.7;9.2;3;5;0
0;181.8;9.7;0;9;0
0;61.6;12.4;1;5;0
0;207.7;6.8;1;3;0
0;219.2;10;1;5;0
0;227;8.9;2;1;0
0;245.9;8.9;3;5;0
0;257.3;13.5;0;7;0
0;121.1;16.1;2;5;0
0;301.5;13.4;4;2;1
0;233.9;9.5;0;3;0
1;99.6;13.7;2;6;1
0;169.8;12.7;2;7;0
1;198.8;14.4;1;3;1
1;116.2;10.1;3;3;0
1;255.9;12.1;1;2;1
0;187.7;10;3;4;0
0;195.9;8.6;0;4;0
0;129.4;1.1;2;2;0
0;221;9;2;6;0
0;140.5;9.5;2;5;0
1;277.9;9.2;0;10;1
0;224.9;6.7;3;5;1
0;109.1;12.8;0;6;0
0;207.8;5.7;0;9;0
0;205.9;12.1;0;8;0
0;308.6;7.3;4;3;1
0;242.6;14.4;2;6;0
0;229.6;3.3;1;3;0
